TexteA,TextB,TextAPT,TextBPT,TFIDF,Jaccard_Distance,Levenshtein_Distance,NGram-Similarity,EXPECTED,RESULT,Score Keywords
Did Scott Walker flip-flop on how budget shortfalls are measured??,Scott Walker says his proposed borrowing is lowest in a decade,scott walker flipflop budget shortfalls measured ,scott walker proposed borrowing lowest decade ,0.2,0.7619047619047619,29,0.0,N,N,0.8673636849609289
Bryan Hughes mostly wrong about David Simpson voting for driver's licenses for 'illegal immigrants',David Simpson mostly right about his staunch opposition  to driver's licenses for 'illegal aliens',bryan hughes mostly wrong david simpson voting drivers licenses illegal immigrants ,david simpson mostly right staunch opposition drivers licenses illegal aliens ,0.4,0.9047619047619048,40,0.25,ST,,1.0
Hillary Clinton says U.S. 'put a lid on Iran's nuclear program',Donald Trump says Iran military will have nuclear weapons as soon as enrichment limits expire,hillary clinton us put lid irans nuclear program ,donald trump iran military nuclear weapons soon enrichment limits expire ,0.06,0.85,57,0.0,ST,N,1.0000000000000002
Has Scott Walker changed his view on ethanol mandates?,Columnist Gail Collins blames Gov. Scott Walker for teacher's lost job,scott walker changed view ethanol mandates ,columnist gail collins blames gov scott walker teachers lost job ,0.15,0.8095238095238095,50,0.0,N,N,0.0
Allen West attacks Patrick Murphy for ''drunken assault of a police officer'',Allen West ad connects Patrick Murphy's case being dropped and donations by his dad,allen west attacks patrick murphy drunken assault police officer ,allen west ad connects patrick murphys case dropped donations dad ,0.19,0.95,34,0.0,ST,N,0.3360969272762575
DNC ad says Mitt Romney flip-flopped on Obama stimulus,DNC ad says Mitt Romney flip-flopped on abortion,dnc ad mitt romney flipflopped obama stimulus ,dnc ad mitt romney flipflopped abortion ,0.63,0.8888888888888888,11,1.0,N,E,0.6029748160380572
"Gov. Rick Scott says he is almost halfway done with '700,000 jobs' promise",Rick Scott correct that Florida created 1 million jobs on his watch,gov rick scott almost halfway done 700000 jobs promise ,rick scott correct florida created one million jobs watch ,0.2,0.76,37,0.0,ST,N,0.5797386715376658
Marco Rubio said there was never evidence that the attacks on Benghazi were spontaneous,Ben Carson says Hillary Clinton gave conflicting accounts about Benghazi,marco rubio never evidence attacks benghazi spontaneous ,ben carson hillary clinton gave conflicting accounts benghazi ,0.07,0.6956521739130435,50,0.0,ST,N,1.0000000000000002
Donald Trump wrong in accusing Hillary Clinton of lying about his views on a nuclear-armed Japan,Hillary Clinton says Donald Trump argued U.S. should 'encourage' Japan to get nuclear weapons,donald trump wrong accusing hillary clinton lying views nucleararmed japan ,hillary clinton donald trump argued us encourage japan get nuclear weapons ,0.32,0.9523809523809523,56,0.0,ST,N,1.0000000000000002
Sen. Sheldon Whitehouse of R.I. says growth of SuperPACs led to eightfold increase in negative campaign ads,U.S. Senate candidate Barry Hinckley says Sen. Sheldon Whitehouse will have added nearly $8 trillion to the national debt during his first term,sen sheldon whitehouse ri growth superpacs led eightfold increase negative campaign ads ,us senate candidate barry hinckley sen sheldon whitehouse added nearly 8 trillion national debt first term ,0.13,0.7083333333333334,82,0.06666666666666667,N,N,0.0
"NRCC ad blames Barack Obama for food stamp use rising by 13,000 a day","NRCC ad says 1,500 jobs lost daily since President Barack Obama took office",nrcc ad blames barack obama food stamp use rising 13000 day ,nrcc ad 1500 jobs lost daily since president barack obama took office ,0.21,0.8,53,0.0,N,N,0.6694188517266485
"Clinton voted for 'virtually every' trade agreement, killing millions of jobs, Sanders says","Donald Trump quotes Bernie Sanders' Half True claim about Clinton, free trade",clinton voted virtually every trade agreement killing millions jobs sanders ,donald trump quotes bernie sanders half true claim clinton free trade ,0.17,0.625,56,0.0,E*,N,0.5797386715376658
Sharron Angle says Harry Reid wants to give illegals Social Security benefits,Did Mark Pryor vote 'to give Social Security benefits to illegal immigrants'?,sharron angle harry reid wants give illegals social security benefits ,mark pryor vote give social security benefits illegal immigrants ,0.27,0.7391304347826086,50,0.1,ST,N,0.5797386715376658
Jason Chaffetz says Americans ready to save men 'getting killed' in Benghazi were told to stand down,"Hillary Clinton's State Department cut security in Libya before deadly terror attacks, Sen. Ron Johnson says",jason chaffetz americans ready save men getting killed benghazi told stand ,hillary clintons state department cut security libya deadly terror attacks sen ron johnson ,0.0,0.75,71,0.0,ST,N,0.5797386715376658
Did Scott Walker flip-flop on how budget shortfalls are measured??,"Citing collective bargaining law, Scott Walker says Wisconsin's rank on ACT test has risen to second",scott walker flipflop budget shortfalls measured ,citing collective bargaining law scott walker wisconsins rank act test risen second ,0.14,0.6818181818181818,63,0.0,N,N,0.0
Did Scott Walker flip-flop on a immigration and a pathway to citizenship?,Has PolitiFact rated Scott Walker the nation's ''most factually-challenged'' politician?,scott walker flipflop immigration pathway citizenship ,politifact rated scott walker nations factuallychallenged politician ,0.18,0.8181818181818182,50,0.0,N,N,0.0
Providence crime rates during the David Cicilline administration - revisited,Talk show host John DePetro says Providence was a “sanctuary city” under Mayor David Cicilline,providence crime rates david cicilline administration revisited ,talk show host john depetro providence sanctuary city mayor david cicilline ,0.21,0.7142857142857143,61,0.0,ST,N,0.0
American LeadHERship PAC says Providence has had 100 shootings each year of Angel Taveras' tenure,"Mayor Angel Taveras says crime rate, shootings have decreased in Providence",american leadhership pac providence one hundred shootings year angel taveras tenure ,mayor angel taveras crime rate shootings decreased providence ,0.27,0.9473684210526315,51,0.0,ST,N,0.3278707471841718
Mitt Romney said he fought cap and trade while Newt Gingrich supported it,Pro-Perry super PAC says Gingrich teamed with Pelosi on global warming,mitt romney fought cap trade newt gingrich supported ,properry super pac gingrich teamed pelosi global warming ,0.07,0.8571428571428571,46,0.0,N,N,0.20199309249791841
"Charlottesville hit-and-run driver was anti-fascist activist, Internet post claims",Post wrongly says Charlottesville police arrested wrong person in hit and run,charlottesville hitandrun driver antifascist activist internet post claims ,post wrongly charlottesville police arrested wrong person hit run ,0.14,0.7619047619047619,59,0.14285714285714285,ST,N,1.0000000000000002
Did Scott Walker flip-flop on how budget shortfalls are measured??,"With 2016 on the horizon, Scott Walker asserts his appeal among Republicans and independents",scott walker flipflop budget shortfalls measured ,two thousand sixteen horizon scott walker asserts appeal among republicans independents ,0.14,0.8260869565217391,66,0.0,N,N,0.0
Brendan Doherty says most of the David Cicilline campaign is funded by big political action committees,U.S. Rep. David Cicilline says Republican Brendan Doherty wants to raise Social Security eligibility age without regard for workers in physically demanding jobs,brendan doherty david cicilline campaign funded big political action committees ,us rep david cicilline republican brendan doherty wants raise social security eligibility age without regard workers physically demanding jobs ,0.17,0.8333333333333334,106,0.0,N,N,0.0
Jon Huntsman accuses Mitt Romney of flip-flopping on abortion,Mitt Romney evolved significantly in his position on abortion,jon huntsman accuses mitt romney flipflopping abortion ,mitt romney evolved significantly position abortion ,0.3,0.7727272727272727,38,0.0,ST,N,0.1707761131901165
Rick Perry says only three in 10 Texas physicians accept new Medicaid patients,"Medical group says 31 percent of Texas doctors accept all new Medicaid patients, down from 67 percent in 2000",rick perry three ten texas physicians accept new medicaid patients ,medical group thirtyone percent texas doctors accept new medicaid patients sixtyseven percent two thousand ,0.25,0.7272727272727273,60,0.09090909090909091,ST,N,0.20119467558491572
Allan Fung says he had to pay a $100 hazardous materials fee to the state when he hired a campaign manager,Ken Block says Cranston Mayor Allan Fung increased the garbage tax by as much as $200,allan fung pay 100 hazardous materials fee state hired campaign manager ,ken block cranston mayor allan fung increased garbage tax much 200 ,0.1,0.7307692307692307,56,0.0,N,N,0.3720557314537373
Barack Obama says review of Benghazi attack ''investigated every element'',"Hillary Clinton's State Department cut security in Libya before deadly terror attacks, Sen. Ron Johnson says",barack obama review benghazi attack investigated every element ,hillary clintons state department cut security libya deadly terror attacks sen ron johnson ,0.0,0.7083333333333334,71,0.0,N,N,0.7765145304745156
Bill Foster says St. Petersburg's unemployment rate is lower than state average,Rick Kriseman says fewer residents are working since Bill Foster took office,bill foster st petersburgs unemployment rate lower state average ,rick kriseman fewer residents working since bill foster took office ,0.12,0.6818181818181818,49,0.0,N,N,1.0
John Boehner says ''the American people spoke pretty loudly. They said stop all the looming tax hikes'',Barack Obama says American public believes 'it's a bad idea to provide tax cuts to the wealthy',john boehner american people spoke pretty loudly stop looming tax hikes ,barack obama american public believes bad idea provide tax cuts wealthy ,0.1,0.8333333333333334,52,0.0,ST,N,1.0
Sacramento Bee editorial says Texas ranks first in executions,Sacramento Bee editorial says Texas ranks last in residents with high school diplomas,sacramento bee editorial texas ranks first executions ,sacramento bee editorial texas ranks last residents high school diplomas ,0.43,0.7619047619047619,27,0.5714285714285714,N,,0.2605556710562624
Does the economy always do better under Democratic presidents?,Hillary Clinton repeats Half True claim economy does better with Democrat in White House,economy always better democratic presidents ,hillary clinton repeats half true claim economy better democrat white house ,0.16,0.85,52,0.0,ST,N,1.0
Scott Walker says Mary Burke's deal to help Abbott Laboratories was a $25 million waste,Scott Walker ad says Mary Burke helped firm with ''no plans to create jobs in Wisconsin'',scott walker mary burkes deal help abbott laboratories 25 million waste ,scott walker ad mary burke helped firm plans create jobs wisconsin ,0.16,0.8333333333333334,39,0.07692307692307693,E,N,0.6569729210330906
U.S. Rep. David Cicilline says Republican opponent Brendan Doherty wants to repeal Obamacare and increase drug prices for seniors,Talk show host John DePetro says Providence was a “sanctuary city” under Mayor David Cicilline,us rep david cicilline republican opponent brendan doherty wants repeal obamacare increase drug prices seniors ,talk show host john depetro providence sanctuary city mayor david cicilline ,0.09,0.8260869565217391,84,0.0,N,N,0.0
Dem recall candidate Tom Barrett says GOP Wisconsin Gov. Scott Walker ''caused'' top job losses in U.S.,Scott Walker says 2013 job growth in Wisconsin was best since 1990s,dem recall candidate tom barrett gop wisconsin gov scott walker caused top job losses us ,scott walker two thousand thirteen job growth wisconsin best since 1990s ,0.19,0.72,69,0.0,ST,N,0.5023287782256718
Wisconsin Gov. Scott Walker says the state's jobs data is unreliable,Potential recall candidate Kathleen Falk says job losses under Wisconsin Gov. Scott Walker worst in ''decades'',wisconsin gov scott walker states jobs data unreliable ,potential recall candidate kathleen falk job losses wisconsin gov scott walker worst decades ,0.25,0.8181818181818182,71,0.2222222222222222,N,N,0.44943641652398214
"NRCC says Rep. John Barrow, D-Ga., voted with Barack Obama 85% of the time",NRCC says Nick Rahall voted with Barack Obama 94% of the time,nrcc rep john barrow dga voted barack obama 85 time ,nrcc nick rahall voted barack obama 94 time ,0.39,0.625,19,0.5,N,,1.0000000000000002
Mary Burke says Wisconsin is last in Midwest job growth under latest figures,Scott Walker says 2013 job growth in Wisconsin was best since 1990s,mary burke wisconsin last midwest job growth latest figures ,scott walker two thousand thirteen job growth wisconsin best since 1990s ,0.18,0.76,46,0.0,ST,N,0.5797386715376658
Clinton says Ryan attacked Obama for Medicare cuts reflected in Ryan's own budget,Bill Young says he opposed $716 billion Medicare cut,clinton ryan attacked obama medicare cuts reflected ryans budget ,bill young opposed 716 billion medicare cut ,0.07,0.7391304347826086,49,0.0,,N,0.4494364165239821
"Rhode Island Rep. Christopher Blazejewski says 32 states, District of Columbia allow early voting",Rep. Christopher Blazejewski says most Dunkin' Donuts tips don't go to employees,rhode island rep christopher blazejewski thirtytwo states district columbia allow early voting ,rep christopher blazejewski dunkin donuts tips dont go employees ,0.17,0.9583333333333334,52,0.2,N,N,0.0
"Barack Obama said he's cut taxes for 'middle-class families, small businesses'",Bill Clinton says Barack Obama cut taxes for 95 percent of people through stimulus,barack obama hes cut taxes middleclass families small businesses ,bill clinton barack obama cut taxes ninetyfive percent people stimulus ,0.27,0.7727272727272727,48,0.1111111111111111,ST,N,0.3799783615910079
Capital gains taxes often don't apply to homeowners,Dems don't propose tax increases on lower incomes,capital gains taxes often dont apply homeowners ,dems dont propose tax increases lower incomes ,0.08,0.8,39,0.0,N,N,1.0
"Cornyn echoes survey on Latino, African American voter turnout, but clarification needed",Battleground Texas says 54 percent of Texas Latinos registered to vote in 2008 and only 35 percent turned out,cornyn echoes survey latino african american voter turnout clarification needed ,battleground texas fiftyfour percent texas latinos registered vote two thousand eight thirtyfive percent turned ,0.0,0.7391304347826086,80,0.0,ST,N,0.19431434016858148
NRCC says Congressional Budget Office predicts Obamacare will cost economy 2.5 million jobs,Rick Scott's political committee says CBO report describes Obamacare as jobs killer,nrcc congressional budget office predicts obamacare cost economy 25 million jobs ,rick scotts political committee cbo report describes obamacare jobs killer ,0.11,0.6521739130434783,60,0.0,ST,N,0.5797386715376658
"Jeb Bush edited his own emails, says liberal PAC",Jeb Bush says he has released all his emails from time as governor,jeb bush edited emails liberal pac ,jeb bush released emails time governor ,0.34,0.7,16,0.0,ST,N,0.0
"After derailment, Chuck Schumer says shortage of funds has delayed technological fix for Amtrak",Megyn Kelly says braking system wasn't missing because of a lack of funding,derailment chuck schumer shortage funds delayed technological fix amtrak ,megyn kelly braking system wasnt missing lack funding ,0.0,0.7727272727272727,58,0.0,ST,N,0.2605556710562624
DNC ad accuses Mitt Romney of flip-flopping on assault-weapons ban,Did Mitt Romney flip-flop on TARP?,dnc ad accuses mitt romney flipflopping assaultweapons ban ,mitt romney flipflop tarp ,0.22,0.65,35,0.0,N,N,0.0
Michele Bachmann says IRS ''will have the ability'' to delay or deny health care,"Michele Bachmann decries “huge national database” run by IRS with ''personal, intimate'' health care details",michele bachmann irs ability delay deny health care ,michele bachmann decries huge national database run irs personal intimate health care details ,0.33,0.7368421052631579,53,0.0,E,N,0.7765145304745156
Reince Priebus says unemployment has been above 8 percent for a record 36 months,U.S. Sen. Marco Rubio says unemployment streak is worst since Great Depression,reince priebus unemployment eight percent record thirtysix months ,us sen marco rubio unemployment streak worst since great depression ,0.06,0.7727272727272727,46,0.0,ST,N,0.2605556710562624
"In recall battle, Wisconsin Gov. Scott Walker says new figures showing job gains are ''the final job numbers''",Democrat Tom Barrett says Republican Gov. Scott Walker is citing jobs numbers that are not commonly used,recall battle wisconsin gov scott walker new figures showing job gains final job numbers ,democrat tom barrett republican gov scott walker citing jobs numbers commonly used ,0.17,0.7916666666666666,59,0.06666666666666667,ST,N,0.2789425453258252
Fact-checking Marco Rubio's Social Security stance,Fact-checking Democratic attacks on Marco Rubio's statements on Social Security and Medicare,factchecking marco rubios social security stance ,factchecking democratic attacks marco rubios statements social security medicare ,0.53,0.95,36,0.25,ST,ST,0.35630042933313816
"Stokes right on broad gender pay claim, missteps on specifics",Is there a gender wage gap in every state?,stokes right broad gender pay claim missteps specifics ,gender wage gap every state ,0.09,0.5,40,0.0,ST,N,0.26055567105626243
Rhode Island Governor Lincoln Chafee says that the commercial property tax in Providence is second-highest in the nation behind only Detroit,Gov. Lincoln Chafee says Rhode Island would be first state in U.S. to adopt hybrid retirement plan for public employees,rhode island governor lincoln chafee commercial property tax providence secondhighest nation behind detroit ,gov lincoln chafee rhode island would first state us adopt hybrid retirement plan public employees ,0.17,0.8695652173913043,82,0.05555555555555555,N,N,0.0
Republican Tommy Thompson says Club for Growth Wisconsin ''has endorsed'' him for U.S. Senate,GOP Wisconsin Senate candidate Tommy Thompson says he never backed individual mandate,republican tommy thompson club growth wisconsin endorsed us senate ,gop wisconsin senate candidate tommy thompson never backed individual mandate ,0.27,0.9090909090909091,54,0.1,N,N,0.0
Bill Clinton: 'I had the lowest net worth of any American president in the 20th century',Bill Clinton: We had the lowest net worth of any president entering office since Harry Truman,bill clinton lowest net worth american president 20th century ,bill clinton lowest net worth president entering office since harry truman ,0.44,0.8260869565217391,33,0.35714285714285715,ST,ST,0.5797386715376658
Rick Scott touts (private-sector) job growth,Rick Scott correct that Florida created 1 million jobs on his watch,rick scott touts privatesector job growth ,rick scott correct florida created one million jobs watch ,0.16,0.6086956521739131,32,0.0,E,N,0.3799783615910079
"Taxpayers paid for a secret no-bid contract that benefited Gina Raimondo’s firm, Angel Taveras says",Gina Raimondo says Providence taxes rose nearly 27 percent under Mayor Angel Taveras,taxpayers paid secret nobid contract benefited gina raimondos firm angel taveras ,gina raimondo providence taxes rose nearly twentyseven percent mayor angel taveras ,0.16,0.8571428571428571,56,0.0,N,N,0.19048427711176072
R.I. congressional candidate John Matson says U.S. Rep. James Langevin is still paying off debt from his 1994 campaign for secretary of state,Michael Riley blames Rep. James Langevin for helping gasoline prices double.,ri congressional candidate john matson us rep james langevin still paying debt one thousand nine hundred ninetyfour campaign secretary state ,michael riley blames rep james langevin helping gasoline prices double ,0.12,0.9090909090909091,94,0.1111111111111111,N,N,0.0
U.S. Rep. David Cicilline says Providence made full pension contributions six of eight years that he was mayor,Talk show host John DePetro says Providence was a “sanctuary city” under Mayor David Cicilline,us rep david cicilline providence made full pension contributions six eight years mayor ,talk show host john depetro providence sanctuary city mayor david cicilline ,0.2,0.72,67,0.0,N,N,0.0
Republican Bernard Jackvony says Democrat David Cicilline is the fifth most liberal Representative in Congress,Brendan Doherty says most of the David Cicilline campaign is funded by big political action committees,republican bernard jackvony democrat david cicilline fifth liberal representative congress ,brendan doherty david cicilline campaign funded big political action committees ,0.11,0.9130434782608695,63,0.0,N,N,0.0
Website hypes long-shot theory about courts replacing Donald Trump with Hillary Clinton,A Pennsylvania judge didn't overturn Donald Trump's presidential election,website hypes longshot theory courts replacing donald trump hillary clinton ,pennsylvania judge didnt overturn donald trumps presidential election ,0.06,0.7727272727272727,53,0.0,E,N,0.33517574332792605
"Michele Bachmann, in State of the Union rebuttal, says government employment grew as jobs overall declined","Michele Bachmann repeats claim that health care bill will require 16,500 new IRS agents",michele bachmann state union rebuttal government employment grew jobs overall declined ,michele bachmann repeats claim health care bill require 16500 new irs agents ,0.1,0.6296296296296297,54,0.0,N,N,0.23790309463326234
Mitt Romney says since Obama's stimulus package over 1 million jobs were lost,Mike Huckabee says Social Security imperiled by dramatic decline in wage-earners,mitt romney since obamas stimulus package one million jobs lost ,mike huckabee social security imperiled dramatic decline wageearners ,0.0,0.8181818181818182,54,0.0,N,N,0.19431434016858148
Tennessee Congresswoman Diane Black says jobless rate has been 8 percent or higher for 40 straight months,U.S. Sen. Marco Rubio says unemployment streak is worst since Great Depression,tennessee congresswoman diane black jobless rate eight percent higher forty straight months ,us sen marco rubio unemployment streak worst since great depression ,0.0,0.8260869565217391,67,0.0,ST,N,1.0000000000000002
"Rep. David Cicilline says the Right-to-Carry Act would expand rights of ''sex offenders, terrorists, child predators, and abusers to carry concealed weapons across state lines.''","U.S. Rep. David Cicilline says he voted for tougher laws against child abusers, domestic abusers, when he was a Rhode Island state representative",rep david cicilline righttocarry act would expand rights sex offenders terrorists child predators abusers carry concealed weapons across state lines ,us rep david cicilline voted tougher laws child abusers domestic abusers rhode island state representative ,0.24,0.8260869565217391,93,0.09523809523809523,N,N,0.0845798608014702
Sen. Sheldon Whitehouse of R.I. says growth of SuperPACs led to eightfold increase in negative campaign ads,U.S. Senate candidate Barry Hinckley says incumbent Sen. Sheldon Whitehouse voted for a $525-billion tax hike on the middle class,sen sheldon whitehouse ri growth superpacs led eightfold increase negative campaign ads ,us senate candidate barry hinckley incumbent sen sheldon whitehouse voted 525billion tax hike middle class ,0.13,0.6538461538461539,80,0.06666666666666667,N,N,0.0
Did Scott Walker flip-flop on a immigration and a pathway to citizenship?,Did Scott Walker flip-flop on how budget shortfalls are measured??,scott walker flipflop immigration pathway citizenship ,scott walker flipflop budget shortfalls measured ,0.34,0.7391304347826086,26,0.5,N,N,0.0
Ken Block knocks Republican Allan Fung's donations to controversial Democrats,Allan Fung: GOP challenger Ken Block was fined for illegally funneling money to his Moderate Party,ken block knocks republican allan fungs donations controversial democrats ,allan fung gop challenger ken block fined illegally funneling money moderate party ,0.17,0.8181818181818182,62,0.0,ST,N,0.5803329846765686
Rep. Brett Hulsey says Wisconsin has created fewer jobs every year Scott Walker has been governor,Wisconsin Gov. Scott Walker says the state's jobs data is unreliable,rep brett hulsey wisconsin created fewer jobs every year scott walker governor ,wisconsin gov scott walker states jobs data unreliable ,0.26,0.8260869565217391,59,0.0,N,N,0.4494364165239821
Has Scott Walker changed his view on ethanol mandates?,Scott Walker claims credit for $816 in property tax savings over ''where things were headed'',scott walker changed view ethanol mandates ,scott walker claims credit 816 property tax savings things headed ,0.15,0.75,39,0.0,N,N,0.0
"Taxpayers paid for a secret no-bid contract that benefited Gina Raimondo’s firm, Angel Taveras says",Mayor Angel Taveras says high school graduation rates are up in Providence,taxpayers paid secret nobid contract benefited gina raimondos firm angel taveras ,mayor angel taveras high school graduation rates providence ,0.12,0.7727272727272727,61,0.1,N,N,0.21050891594014298
Sean Hannity says government predicted massive loss of health care,Glenn Beck says Barack Obama knew that 50% of Americans would lose health insurance,sean hannity government predicted massive loss health care ,glenn beck barack obama knew 50 americans would lose health insurance ,0.06,0.625,47,0.0,E*,N,1.0000000000000002
DNC ad says Mitt Romney flip-flopped on abortion,DNC ad accuses Mitt Romney of flip-flopping on assault-weapons ban,dnc ad mitt romney flipflopped abortion ,dnc ad accuses mitt romney flipflopping assaultweapons ban ,0.41,0.8,25,0.0,N,ST,0.6029748160380572
DNC calls out Romney’s evolving affection for Reagan,Newt Gingrich ad says Mitt Romney 'runs away from Ronald Reagan',dnc calls romneys evolving affection reagan ,newt gingrich ad mitt romney runs away ronald reagan ,0.07,0.75,35,0.0,ST,N,1.0000000000000002
Chris Christie claims United States has “the world’s greatest health care system”,Chris Christie says national health care law puts “bureaucrats between American citizens and doctors,chris christie claims united states worlds greatest health care system ,chris christie national health care law puts bureaucrats american citizens doctors ,0.24,0.7619047619047619,49,0.0,N,N,1.0000000000000002
Brendan Doherty says most of the David Cicilline campaign is funded by big political action committees,Talk show host John DePetro says Providence was a “sanctuary city” under Mayor David Cicilline,brendan doherty david cicilline campaign funded big political action committees ,talk show host john depetro providence sanctuary city mayor david cicilline ,0.11,0.75,66,0.0,N,N,0.0
Ann Kuster distorts Bass' record on Social Security,Ann McLane Kuster accused Charlie Bass of wanting to privatize Social Security,ann kuster distorts bass record social security ,ann mclane kuster accused charlie bass wanting privatize social security ,0.43,0.6956521739130435,36,0.0,N,,1.0000000000000002
Raimondo says heavy trucks cause over 90 percent of the damage to our bridges and highways. Really?,The trouble counting Rhode Island's homeless veteran population,raimondo heavy trucks cause ninety percent damage bridges highways really ,trouble counting rhode islands homeless veteran population ,0.0,0.8636363636363636,61,0.0,N,N,0.0
"Jon Huntsman says the IRS will hire 19,500 new workers because of health care mandate","Association of Mature American Citizens says under Affordable Care Act, 16,000 IRS agents will pry into private medical records",jon huntsman irs hire 19500 new workers health care mandate ,association mature american citizens affordable care act 16000 irs agents pry private medical records ,0.09,0.5333333333333333,75,0.0,N,N,0.3563004293331381
Schultz claims that Landrieu got $1.8 million in BP PAC and employee contributions,Rep. John Boccieri portrays challenger Jim Renacci as a menacing trade lobbyist,schultz claims landrieu got 18 million bp pac employee contributions ,rep john boccieri portrays challenger jim renacci menacing trade lobbyist ,0.0,0.782608695652174,60,0.0,N,N,0.0
"Mitt Romney's views on climate change have changed, says DNC",Rick Santorum ad says Mitt Romney favors cap and trade,mitt romneys views climate change changed dnc ,rick santorum ad mitt romney favors cap trade ,0.07,0.6363636363636364,37,0.0,N,N,0.6392306240536285
U.S. Rep. David Cicilline says Republican opponent Brendan Doherty wants to repeal Obamacare and increase drug prices for seniors,Providence crime rates during the David Cicilline administration - revisited,us rep david cicilline republican opponent brendan doherty wants repeal obamacare increase drug prices seniors ,providence crime rates david cicilline administration revisited ,0.11,0.7142857142857143,84,0.0,N,N,0.0
"Sen. Sheldon Whitehouse says U.S. spends 18 percent of its GDP on healthcare, far more than other nations",U.S. Senate candidate Barry Hinckley says Sen. Sheldon Whitehouse will have added nearly $8 trillion to the national debt during his first term,sen sheldon whitehouse us spends eighteen percent gdp healthcare far nations ,us senate candidate barry hinckley sen sheldon whitehouse added nearly 8 trillion national debt first term ,0.19,0.6956521739130435,78,0.0625,N,N,0.29121941856368966
Rick Perry says Obama delivered $2 billion to Brazil to help offshore drilling,George Allen says U.S. lent $2 billion to Brazil for oil and gas exploration,rick perry obama delivered 2 billion brazil help offshore drilling ,george allen us lent 2 billion brazil oil gas exploration ,0.13,0.56,39,0.09090909090909091,E*,N,0.4501755023269898
"Alex Sink supported 'higher property taxes,' Florida GOP says","Alex Sink 'supported a tax on homeowners insurance policies,' NRCC says",alex sink supported higher property taxes florida gop ,alex sink supported tax homeowners insurance policies nrcc ,0.23,0.7272727272727273,31,0.14285714285714285,N,N,0.0
Barack Obama says Mitt Romney opposes contraception mandate and would cut Planned Parenthood funding,Obama says Romney suggested employers should be able to decide if insurance covers contraceptives,barack obama mitt romney opposes contraception mandate would cut planned parenthood funding ,obama romney suggested employers able decide insurance covers contraceptives ,0.11,0.782608695652174,66,0.0,ST,N,0.20199309249791841
Did Scott Walker flip-flop on how budget shortfalls are measured??,Gov. Scott Walker says Wisconsin's 'teacher of the year' was laid off due to union contract,scott walker flipflop budget shortfalls measured ,gov scott walker wisconsins teacher year laid due union contract ,0.15,0.6956521739130435,44,0.0,N,N,0.0
Did Mitt Romney flip-flop on the economic stimulus?,Mitt Romney rejected state tax pledge before signing national one,mitt romney flipflop economic stimulus ,mitt romney rejected state tax pledge signing national one ,0.18,0.65,39,0.0,N,N,0.33517574332792605
Did Scott Walker flip-flop on a immigration and a pathway to citizenship?,"On supporting 2015 right to work legislation, a Scott Walker reversal",scott walker flipflop immigration pathway citizenship ,supporting two thousand fifteen right work legislation scott walker reversal ,0.15,0.7391304347826086,55,0.0,N,N,0.0
Mitt Romney said Barack Obama robs Medicare of more than $700 billion to pay for Obamacare,Romney says Obama 'cuts' $716B from Medicare to pay for Obamacare,mitt romney barack obama robs medicare 700 billion pay obamacare ,romney obama cuts 716b medicare pay obamacare ,0.43,0.7272727272727273,30,0.2222222222222222,E,,0.09349477497536716
Rhode Island State Rep. Edith Ajello says studies indicate minors find it easier to get marijuana than alcohol,Chairwoman of Ocean State Prevention Alliance says many Rhode Island teens don’t think daily marijuana use poses serious risk of harm,rhode island state rep edith ajello studies indicate minors find easier get marijuana alcohol ,chairwoman ocean state prevention alliance many rhode island teens dont think daily marijuana use poses serious risk harm ,0.15,0.7391304347826086,83,0.0,N,N,0.4112070550676187
Has PolitiFact rated Scott Walker the nation's ''most factually-challenged'' politician?,Scott Walker claims credit for $816 in property tax savings over ''where things were headed'',politifact rated scott walker nations factuallychallenged politician ,scott walker claims credit 816 property tax savings things headed ,0.14,0.6923076923076923,58,0.0,N,N,0.0
Obama radio ad says Ryan-Romney plan will end Medicare and replace it with a voucher,"Sen. Ron Johnson voted for Paul Ryan plans to make Medicare a voucher program, Democratic Party says",obama radio ad ryanromney plan end medicare replace voucher ,sen ron johnson voted paul ryan plans make medicare voucher program democratic party ,0.1,0.7272727272727273,57,0.0,ST,N,0.12735952979479354
"Rick Perry says that with what ''we have done,'' Texas created 1 million jobs while rest of nation lost 2.5 million",Rick Perry says Texas accounted for 48 percent of U.S. jobs created after recession's end,rick perry done texas created one million jobs rest nation lost 25 million ,rick perry texas accounted fortyeight percent us jobs created recessions end ,0.24,0.68,51,0.07692307692307693,ST,N,0.5797386715376658
http://www.politifact.com/wisconsin/statements/2015/mar/06/scott-walker/scott-walker-disavows-support-path-citizenship/,http://www.politifact.com/wisconsin/statements/2015/mar/27/state-democratic-party-wisconsin/has-scott-walker-been-rated-most-factually-challen/,httpwwwpolitifactcomwisconsinstatements2015mar06scottwalkerscottwalkerdisavowssupportpathcitizenship ,httpwwwpolitifactcomwisconsinstatements2015mar27statedemocraticpartywisconsinhasscottwalkerbeenratedmostfactuallychallen ,0.0,0.7931034482758621,56,-5.0,N,N,0.18051377800504673
Did Scott Walker flip-flop on how budget shortfalls are measured??,Scott Walker wants to cut college budgets by 13% and spend $500 million for an NBA arena?,scott walker flipflop budget shortfalls measured ,scott walker wants cut college budgets 13 spend 500 million nba arena ,0.14,0.72,40,0.0,N,N,0.40347057701869526
